0.20664	1.83	0
0.21014	1.83	0
0.21377	1.83	0
0.21752	1.83	0
0.2214	1.83	0
0.22543	1.83	0
0.2296	1.83	0
0.23393	1.83	0
0.23843	1.83	0
0.24311	1.83	0
0.24797	1.83	0
0.25303	1.83	0
0.2583	1.83	0
0.2638	1.83	0
0.26953	1.83	0
0.27552	1.83	0
0.28178	1.82	0
0.28834	1.82	0
0.2952	1.82	0
0.3024	1.81	0
0.30996	1.81	0
0.31791	1.81	0
0.32628	1.8	0
0.3351	1.8	0
0.3444	1.8	0
0.35424	1.8	0
0.36466	1.79	0
0.37571	1.79	0
0.38745	1.79	0
0.39995	1.79	0
0.41328	1.78	0
0.42754	1.78	0
0.4428	1.78	0
0.4592	1.78	0
0.47687	1.78	0
0.49594	1.78	0
0.5166	1.77	0
0.53907	1.77	0
0.56357	1.77	0
0.59041	1.77	0
0.61993	1.77	0
0.65255	1.77	0
0.68881	1.76	0
0.72932	1.76	0
0.77491	1.76	0
0.82657	1.76	0
0.88561	1.76	0
0.95373	1.76	0
1.03321	1.75	0
1.12714	1.75	0
1.23985	1.75	0
1.37761	1.75	0
1.54981	1.75	0
1.77122	1.74	0
2.06642	1.74	0
2.4797	1.73	0
